Story;Beam;Load;Loc;P;V2;V3;T;M2;M3
STORY9;B68;U01;0.4;0.13;-0.94;-0.13;0.043;-0.073;-0.332
STORY9;B68;U01;0.455;0.13;-0.87;-0.13;0.043;-0.066;-0.283
STORY9;B68;U01;0.51;0.13;-0.8;-0.13;0.043;-0.059;-0.237
STORY9;B68;U01;0.565;0.13;-0.72;-0.13;0.043;-0.052;-0.195
STORY9;B68;U01;0.62;0.13;-0.65;-0.13;0.043;-0.045;-0.157
STORY9;B68;U01;0.675;0.13;-0.59;-0.13;0.043;-0.038;-0.123
STORY9;B68;U01;0.73;0.13;-0.52;-0.13;0.043;-0.031;-0.093
STORY9;B68;U01;0.785;0.13;-0.47;-0.13;0.043;-0.024;-0.065
STORY9;B68;U01;0.84;0.13;-0.42;-0.13;0.043;-0.017;-0.041
STORY9;B68;U01;0.895;0.13;-0.37;-0.13;0.043;-0.01;-0.019
STORY9;B68;U01;0.95;0.13;-0.33;-0.13;0.043;-0.003;0
STORY9;B68;U02;0.4;0.21;-0.08;-0.15;-0.073;-0.089;0.118
STORY9;B68;U02;0.455;0.21;-0.02;-0.15;-0.073;-0.081;0.121
STORY9;B68;U02;0.51;0.21;0.05;-0.15;-0.073;-0.073;0.12
STORY9;B68;U02;0.565;0.21;0.11;-0.15;-0.073;-0.064;0.115
STORY9;B68;U02;0.62;0.21;0.17;-0.15;-0.073;-0.056;0.108
STORY9;B68;U02;0.675;0.21;0.23;-0.15;-0.073;-0.048;0.096
STORY9;B68;U02;0.73;0.21;0.28;-0.15;-0.073;-0.04;0.082
STORY9;B68;U02;0.785;0.21;0.33;-0.15;-0.073;-0.032;0.065
STORY9;B68;U02;0.84;0.21;0.38;-0.15;-0.073;-0.023;0.046
STORY9;B68;U02;0.895;0.21;0.42;-0.15;-0.073;-0.015;0.024
STORY9;B68;U02;0.95;0.21;0.45;-0.15;-0.073;-0.007;0
STORY9;B68;U03;0.4;0.13;-0.75;-0.12;0.025;-0.07;-0.244
STORY9;B68;U03;0.455;0.13;-0.68;-0.12;0.025;-0.063;-0.205
STORY9;B68;U03;0.51;0.13;-0.62;-0.12;0.025;-0.057;-0.169
STORY9;B68;U03;0.565;0.13;-0.55;-0.12;0.025;-0.05;-0.137
STORY9;B68;U03;0.62;0.13;-0.49;-0.12;0.025;-0.043;-0.109
STORY9;B68;U03;0.675;0.13;-0.43;-0.12;0.025;-0.037;-0.084
STORY9;B68;U03;0.73;0.13;-0.37;-0.12;0.025;-0.03;-0.062
STORY9;B68;U03;0.785;0.13;-0.32;-0.12;0.025;-0.023;-0.043
STORY9;B68;U03;0.84;0.13;-0.28;-0.12;0.025;-0.017;-0.026
STORY9;B68;U03;0.895;0.13;-0.24;-0.12;0.025;-0.01;-0.012
STORY9;B68;U03;0.95;0.13;-0.2;-0.12;0.025;-0.003;0
STORY9;B68;U04;0.4;0.17;-0.34;-0.14;-0.033;-0.08;-0.028
STORY9;B68;U04;0.455;0.17;-0.28;-0.14;-0.033;-0.072;-0.011
STORY9;B68;U04;0.51;0.17;-0.22;-0.14;-0.033;-0.065;0.003
STORY9;B68;U04;0.565;0.17;-0.15;-0.14;-0.033;-0.058;0.013
STORY9;B68;U04;0.62;0.17;-0.09;-0.14;-0.033;-0.05;0.02
STORY9;B68;U04;0.675;0.17;-0.03;-0.14;-0.033;-0.043;0.023
STORY9;B68;U04;0.73;0.17;0.02;-0.14;-0.033;-0.035;0.024
STORY9;B68;U04;0.785;0.17;0.07;-0.14;-0.033;-0.028;0.021
STORY9;B68;U04;0.84;0.17;0.11;-0.14;-0.033;-0.02;0.016
STORY9;B68;U04;0.895;0.17;0.15;-0.14;-0.033;-0.013;0.009
STORY9;B68;U04;0.95;0.17;0.19;-0.14;-0.033;-0.005;0
STORY9;B68;U07;0.4;0.08;-0.61;-0.08;0.028;-0.047;-0.214
STORY9;B68;U07;0.455;0.08;-0.56;-0.08;0.028;-0.042;-0.182
STORY9;B68;U07;0.51;0.08;-0.51;-0.08;0.028;-0.038;-0.152
STORY9;B68;U07;0.565;0.08;-0.46;-0.08;0.028;-0.033;-0.125
STORY9;B68;U07;0.62;0.08;-0.42;-0.08;0.028;-0.029;-0.101
STORY9;B68;U07;0.675;0.08;-0.38;-0.08;0.028;-0.024;-0.079
STORY9;B68;U07;0.73;0.08;-0.34;-0.08;0.028;-0.02;-0.06
STORY9;B68;U07;0.785;0.08;-0.3;-0.08;0.028;-0.015;-0.042
STORY9;B68;U07;0.84;0.08;-0.27;-0.08;0.028;-0.011;-0.026
STORY9;B68;U07;0.895;0.08;-0.24;-0.08;0.028;-0.006;-0.012
STORY9;B68;U07;0.95;0.08;-0.21;-0.08;0.028;-0.002;0
STORY9;B68;U01B;0.4;0.13;-0.94;-0.13;0.043;-0.073;-0.332
STORY9;B68;U01B;0.455;0.13;-0.87;-0.13;0.043;-0.066;-0.283
STORY9;B68;U01B;0.51;0.13;-0.8;-0.13;0.043;-0.059;-0.237
STORY9;B68;U01B;0.565;0.13;-0.72;-0.13;0.043;-0.052;-0.195
STORY9;B68;U01B;0.62;0.13;-0.65;-0.13;0.043;-0.045;-0.157
STORY9;B68;U01B;0.675;0.13;-0.59;-0.13;0.043;-0.038;-0.123
STORY9;B68;U01B;0.73;0.13;-0.52;-0.13;0.043;-0.031;-0.093
STORY9;B68;U01B;0.785;0.13;-0.47;-0.13;0.043;-0.024;-0.065
STORY9;B68;U01B;0.84;0.13;-0.42;-0.13;0.043;-0.017;-0.041
STORY9;B68;U01B;0.895;0.13;-0.37;-0.13;0.043;-0.01;-0.019
STORY9;B68;U01B;0.95;0.13;-0.33;-0.13;0.043;-0.003;0
STORY9;B68;U02B;0.4;0.21;-0.08;-0.15;-0.073;-0.089;0.118
STORY9;B68;U02B;0.455;0.21;-0.02;-0.15;-0.073;-0.081;0.121
STORY9;B68;U02B;0.51;0.21;0.05;-0.15;-0.073;-0.073;0.12
STORY9;B68;U02B;0.565;0.21;0.11;-0.15;-0.073;-0.064;0.115
STORY9;B68;U02B;0.62;0.21;0.17;-0.15;-0.073;-0.056;0.108
STORY9;B68;U02B;0.675;0.21;0.23;-0.15;-0.073;-0.048;0.096
STORY9;B68;U02B;0.73;0.21;0.28;-0.15;-0.073;-0.04;0.082
STORY9;B68;U02B;0.785;0.21;0.33;-0.15;-0.073;-0.032;0.065
STORY9;B68;U02B;0.84;0.21;0.38;-0.15;-0.073;-0.023;0.046
STORY9;B68;U02B;0.895;0.21;0.42;-0.15;-0.073;-0.015;0.024
STORY9;B68;U02B;0.95;0.21;0.45;-0.15;-0.073;-0.007;0
STORY9;B68;U03B;0.4;0.13;-0.75;-0.12;0.025;-0.07;-0.244
STORY9;B68;U03B;0.455;0.13;-0.68;-0.12;0.025;-0.063;-0.205
STORY9;B68;U03B;0.51;0.13;-0.62;-0.12;0.025;-0.057;-0.169
STORY9;B68;U03B;0.565;0.13;-0.55;-0.12;0.025;-0.05;-0.137
STORY9;B68;U03B;0.62;0.13;-0.49;-0.12;0.025;-0.043;-0.109
STORY9;B68;U03B;0.675;0.13;-0.43;-0.12;0.025;-0.037;-0.084
STORY9;B68;U03B;0.73;0.13;-0.37;-0.12;0.025;-0.03;-0.062
STORY9;B68;U03B;0.785;0.13;-0.32;-0.12;0.025;-0.023;-0.043
STORY9;B68;U03B;0.84;0.13;-0.28;-0.12;0.025;-0.017;-0.026
STORY9;B68;U03B;0.895;0.13;-0.24;-0.12;0.025;-0.01;-0.012
STORY9;B68;U03B;0.95;0.13;-0.2;-0.12;0.025;-0.003;0
STORY9;B68;U04B;0.4;0.17;-0.34;-0.14;-0.033;-0.08;-0.028
STORY9;B68;U04B;0.455;0.17;-0.28;-0.14;-0.033;-0.072;-0.011
STORY9;B68;U04B;0.51;0.17;-0.22;-0.14;-0.033;-0.065;0.003
STORY9;B68;U04B;0.565;0.17;-0.15;-0.14;-0.033;-0.058;0.013
STORY9;B68;U04B;0.62;0.17;-0.09;-0.14;-0.033;-0.05;0.02
STORY9;B68;U04B;0.675;0.17;-0.03;-0.14;-0.033;-0.043;0.023
STORY9;B68;U04B;0.73;0.17;0.02;-0.14;-0.033;-0.035;0.024
STORY9;B68;U04B;0.785;0.17;0.07;-0.14;-0.033;-0.028;0.021
STORY9;B68;U04B;0.84;0.17;0.11;-0.14;-0.033;-0.02;0.016
STORY9;B68;U04B;0.895;0.17;0.15;-0.14;-0.033;-0.013;0.009
STORY9;B68;U04B;0.95;0.17;0.19;-0.14;-0.033;-0.005;0
STORY9;B68;U07B;0.4;0.08;-0.61;-0.08;0.028;-0.047;-0.214
STORY9;B68;U07B;0.455;0.08;-0.56;-0.08;0.028;-0.042;-0.182
STORY9;B68;U07B;0.51;0.08;-0.51;-0.08;0.028;-0.038;-0.152
STORY9;B68;U07B;0.565;0.08;-0.46;-0.08;0.028;-0.033;-0.125
STORY9;B68;U07B;0.62;0.08;-0.42;-0.08;0.028;-0.029;-0.101
STORY9;B68;U07B;0.675;0.08;-0.38;-0.08;0.028;-0.024;-0.079
STORY9;B68;U07B;0.73;0.08;-0.34;-0.08;0.028;-0.02;-0.06
STORY9;B68;U07B;0.785;0.08;-0.3;-0.08;0.028;-0.015;-0.042
STORY9;B68;U07B;0.84;0.08;-0.27;-0.08;0.028;-0.011;-0.026
STORY9;B68;U07B;0.895;0.08;-0.24;-0.08;0.028;-0.006;-0.012
STORY9;B68;U07B;0.95;0.08;-0.21;-0.08;0.028;-0.002;0
STORY9;B71;U01;0.5;0;-2.14;0.12;-0.304;0.052;-0.816
STORY9;B71;U01;0.548;0;-2.08;0.12;-0.304;0.047;-0.715
STORY9;B71;U01;0.595;0;-2.03;0.12;-0.304;0.041;-0.617
STORY9;B71;U01;0.643;0;-1.97;0.12;-0.304;0.035;-0.522
STORY9;B71;U01;0.69;0;-1.91;0.12;-0.304;0.03;-0.43
STORY9;B71;U01;0.738;0;-1.86;0.12;-0.304;0.024;-0.34
STORY9;B71;U01;0.786;0;-1.8;0.12;-0.304;0.018;-0.253
STORY9;B71;U01;0.833;0;-1.75;0.12;-0.304;0.013;-0.168
STORY9;B71;U01;0.881;0;-1.7;0.12;-0.304;0.007;-0.086
STORY9;B71;U01;0.929;0;-1.66;0.12;-0.304;0.001;-0.006
STORY9;B71;U01;0.976;0;-1.62;0.12;-0.304;-0.004;0.072
STORY9;B71;U02;0.5;0.01;-1.52;0.15;-0.2;0.068;-0.565
STORY9;B71;U02;0.548;0.01;-1.48;0.15;-0.2;0.061;-0.493
STORY9;B71;U02;0.595;0.01;-1.43;0.15;-0.2;0.054;-0.424
STORY9;B71;U02;0.643;0.01;-1.38;0.15;-0.2;0.046;-0.358
STORY9;B71;U02;0.69;0.01;-1.33;0.15;-0.2;0.039;-0.293
STORY9;B71;U02;0.738;0.01;-1.28;0.15;-0.2;0.031;-0.231
STORY9;B71;U02;0.786;0.01;-1.23;0.15;-0.2;0.024;-0.172
STORY9;B71;U02;0.833;0.01;-1.19;0.15;-0.2;0.017;-0.114
STORY9;B71;U02;0.881;0.01;-1.15;0.15;-0.2;0.009;-0.058
STORY9;B71;U02;0.929;0.01;-1.11;0.15;-0.2;0.002;-0.005
STORY9;B71;U02;0.976;0.01;-1.07;0.15;-0.2;-0.005;0.047
STORY9;B71;U03;0.5;0;-1.88;0.12;-0.267;0.052;-0.716
STORY9;B71;U03;0.548;0;-1.83;0.12;-0.267;0.046;-0.628
STORY9;B71;U03;0.595;0;-1.78;0.12;-0.267;0.041;-0.542
STORY9;B71;U03;0.643;0;-1.73;0.12;-0.267;0.035;-0.458
STORY9;B71;U03;0.69;0;-1.68;0.12;-0.267;0.029;-0.377
STORY9;B71;U03;0.738;0;-1.63;0.12;-0.267;0.024;-0.299
STORY9;B71;U03;0.786;0;-1.58;0.12;-0.267;0.018;-0.222
STORY9;B71;U03;0.833;0;-1.54;0.12;-0.267;0.013;-0.148
STORY9;B71;U03;0.881;0;-1.5;0.12;-0.267;0.007;-0.076
STORY9;B71;U03;0.929;0;-1.46;0.12;-0.267;0.001;-0.005
STORY9;B71;U03;0.976;0;-1.42;0.12;-0.267;-0.004;0.063
STORY9;B71;U04;0.5;0.01;-1.65;0.14;-0.223;0.06;-0.617
STORY9;B71;U04;0.548;0.01;-1.6;0.14;-0.223;0.054;-0.54
STORY9;B71;U04;0.595;0.01;-1.55;0.14;-0.223;0.047;-0.465
STORY9;B71;U04;0.643;0.01;-1.5;0.14;-0.223;0.041;-0.393
STORY9;B71;U04;0.69;0.01;-1.45;0.14;-0.223;0.034;-0.322
STORY9;B71;U04;0.738;0.01;-1.4;0.14;-0.223;0.028;-0.255
STORY9;B71;U04;0.786;0.01;-1.35;0.14;-0.223;0.021;-0.189
STORY9;B71;U04;0.833;0.01;-1.31;0.14;-0.223;0.015;-0.126
STORY9;B71;U04;0.881;0.01;-1.27;0.14;-0.223;0.008;-0.064
STORY9;B71;U04;0.929;0.01;-1.23;0.14;-0.223;0.002;-0.005
STORY9;B71;U04;0.976;0.01;-1.2;0.14;-0.223;-0.005;0.053
STORY9;B71;U07;0.5;0;-1.38;0.08;-0.196;0.034;-0.524
STORY9;B71;U07;0.548;0;-1.34;0.08;-0.196;0.03;-0.46
STORY9;B71;U07;0.595;0;-1.3;0.08;-0.196;0.026;-0.397
STORY9;B71;U07;0.643;0;-1.27;0.08;-0.196;0.023;-0.336
STORY9;B71;U07;0.69;0;-1.23;0.08;-0.196;0.019;-0.276
STORY9;B71;U07;0.738;0;-1.19;0.08;-0.196;0.015;-0.219
STORY9;B71;U07;0.786;0;-1.16;0.08;-0.196;0.012;-0.163
STORY9;B71;U07;0.833;0;-1.13;0.08;-0.196;0.008;-0.108
STORY9;B71;U07;0.881;0;-1.1;0.08;-0.196;0.004;-0.055
STORY9;B71;U07;0.929;0;-1.07;0.08;-0.196;0.001;-0.004
STORY9;B71;U07;0.976;0;-1.04;0.08;-0.196;-0.003;0.046
STORY9;B71;U01B;0.5;0;-2.14;0.12;-0.304;0.052;-0.816
STORY9;B71;U01B;0.548;0;-2.08;0.12;-0.304;0.047;-0.715
STORY9;B71;U01B;0.595;0;-2.03;0.12;-0.304;0.041;-0.617
STORY9;B71;U01B;0.643;0;-1.97;0.12;-0.304;0.035;-0.522
STORY9;B71;U01B;0.69;0;-1.91;0.12;-0.304;0.03;-0.43
STORY9;B71;U01B;0.738;0;-1.86;0.12;-0.304;0.024;-0.34
STORY9;B71;U01B;0.786;0;-1.8;0.12;-0.304;0.018;-0.253
STORY9;B71;U01B;0.833;0;-1.75;0.12;-0.304;0.013;-0.168
STORY9;B71;U01B;0.881;0;-1.7;0.12;-0.304;0.007;-0.086
STORY9;B71;U01B;0.929;0;-1.66;0.12;-0.304;0.001;-0.006
STORY9;B71;U01B;0.976;0;-1.62;0.12;-0.304;-0.004;0.072
STORY9;B71;U02B;0.5;0.01;-1.52;0.15;-0.2;0.068;-0.565
STORY9;B71;U02B;0.548;0.01;-1.48;0.15;-0.2;0.061;-0.493
STORY9;B71;U02B;0.595;0.01;-1.43;0.15;-0.2;0.054;-0.424
STORY9;B71;U02B;0.643;0.01;-1.38;0.15;-0.2;0.046;-0.358
STORY9;B71;U02B;0.69;0.01;-1.33;0.15;-0.2;0.039;-0.293
STORY9;B71;U02B;0.738;0.01;-1.28;0.15;-0.2;0.031;-0.231
STORY9;B71;U02B;0.786;0.01;-1.23;0.15;-0.2;0.024;-0.172
STORY9;B71;U02B;0.833;0.01;-1.19;0.15;-0.2;0.017;-0.114
STORY9;B71;U02B;0.881;0.01;-1.15;0.15;-0.2;0.009;-0.058
STORY9;B71;U02B;0.929;0.01;-1.11;0.15;-0.2;0.002;-0.005
STORY9;B71;U02B;0.976;0.01;-1.07;0.15;-0.2;-0.005;0.047
STORY9;B71;U03B;0.5;0;-1.88;0.12;-0.267;0.052;-0.716
STORY9;B71;U03B;0.548;0;-1.83;0.12;-0.267;0.046;-0.628
STORY9;B71;U03B;0.595;0;-1.78;0.12;-0.267;0.041;-0.542
STORY9;B71;U03B;0.643;0;-1.73;0.12;-0.267;0.035;-0.458
STORY9;B71;U03B;0.69;0;-1.68;0.12;-0.267;0.029;-0.377
STORY9;B71;U03B;0.738;0;-1.63;0.12;-0.267;0.024;-0.299
STORY9;B71;U03B;0.786;0;-1.58;0.12;-0.267;0.018;-0.222
STORY9;B71;U03B;0.833;0;-1.54;0.12;-0.267;0.013;-0.148
STORY9;B71;U03B;0.881;0;-1.5;0.12;-0.267;0.007;-0.076
STORY9;B71;U03B;0.929;0;-1.46;0.12;-0.267;0.001;-0.005
STORY9;B71;U03B;0.976;0;-1.42;0.12;-0.267;-0.004;0.063
STORY9;B71;U04B;0.5;0.01;-1.65;0.14;-0.223;0.06;-0.617
STORY9;B71;U04B;0.548;0.01;-1.6;0.14;-0.223;0.054;-0.54
STORY9;B71;U04B;0.595;0.01;-1.55;0.14;-0.223;0.047;-0.465
STORY9;B71;U04B;0.643;0.01;-1.5;0.14;-0.223;0.041;-0.393
STORY9;B71;U04B;0.69;0.01;-1.45;0.14;-0.223;0.034;-0.322
STORY9;B71;U04B;0.738;0.01;-1.4;0.14;-0.223;0.028;-0.255
STORY9;B71;U04B;0.786;0.01;-1.35;0.14;-0.223;0.021;-0.189
STORY9;B71;U04B;0.833;0.01;-1.31;0.14;-0.223;0.015;-0.126
STORY9;B71;U04B;0.881;0.01;-1.27;0.14;-0.223;0.008;-0.064
STORY9;B71;U04B;0.929;0.01;-1.23;0.14;-0.223;0.002;-0.005
STORY9;B71;U04B;0.976;0.01;-1.2;0.14;-0.223;-0.005;0.053
STORY9;B71;U07B;0.5;0;-1.38;0.08;-0.196;0.034;-0.524
STORY9;B71;U07B;0.548;0;-1.34;0.08;-0.196;0.03;-0.46
STORY9;B71;U07B;0.595;0;-1.3;0.08;-0.196;0.026;-0.397
STORY9;B71;U07B;0.643;0;-1.27;0.08;-0.196;0.023;-0.336
STORY9;B71;U07B;0.69;0;-1.23;0.08;-0.196;0.019;-0.276
STORY9;B71;U07B;0.738;0;-1.19;0.08;-0.196;0.015;-0.219
STORY9;B71;U07B;0.786;0;-1.16;0.08;-0.196;0.012;-0.163
STORY9;B71;U07B;0.833;0;-1.13;0.08;-0.196;0.008;-0.108
STORY9;B71;U07B;0.881;0;-1.1;0.08;-0.196;0.004;-0.055
STORY9;B71;U07B;0.929;0;-1.07;0.08;-0.196;0.001;-0.004
STORY9;B71;U07B;0.976;0;-1.04;0.08;-0.196;-0.003;0.046
STORY9;B74;U01;0.15;-3.78;-14.26;0.44;-0.863;0.607;-17.284
STORY9;B74;U01;0.397;-3.78;-13.8;0.44;-0.863;0.499;-13.818
STORY9;B74;U01;0.644;-3.78;-13.34;0.44;-0.863;0.391;-10.465
STORY9;B74;U01;0.891;-3.78;-12.88;0.44;-0.863;0.283;-7.226
STORY9;B74;U01;1.138;-3.78;-12.42;0.44;-0.863;0.175;-4.1
STORY9;B74;U01;1.385;-3.78;-11.96;0.44;-0.863;0.067;-1.088
STORY9;B74;U01;1.632;-3.78;-11.5;0.44;-0.863;-0.041;1.811
STORY9;B74;U01;1.879;-3.78;-11.04;0.44;-0.863;-0.149;4.595
STORY9;B74;U01;2.126;-3.78;-10.58;0.44;-0.863;-0.257;7.266
STORY9;B74;U01;2.373;-3.78;-10.12;0.44;-0.863;-0.364;9.823
STORY9;B74;U01;2.62;-3.78;-9.66;0.44;-0.863;-0.472;12.266
STORY9;B74;U02;0.15;-4.55;-15.67;0.56;-1.093;0.777;-19.733
STORY9;B74;U02;0.397;-4.55;-15.23;0.56;-1.093;0.639;-15.916
STORY9;B74;U02;0.644;-4.55;-14.8;0.56;-1.093;0.502;-12.205
STORY9;B74;U02;0.891;-4.55;-14.37;0.56;-1.093;0.364;-8.601
STORY9;B74;U02;1.138;-4.55;-13.94;0.56;-1.093;0.226;-5.103
STORY9;B74;U02;1.385;-4.55;-13.51;0.56;-1.093;0.089;-1.711
STORY9;B74;U02;1.632;-4.55;-13.08;0.56;-1.093;-0.049;1.574
STORY9;B74;U02;1.879;-4.55;-12.64;0.56;-1.093;-0.186;4.752
STORY9;B74;U02;2.126;-4.55;-12.21;0.56;-1.093;-0.324;7.824
STORY9;B74;U02;2.373;-4.55;-11.78;0.56;-1.093;-0.462;10.789
STORY9;B74;U02;2.62;-4.55;-11.35;0.56;-1.093;-0.599;13.647
STORY9;B74;U03;0.15;-3.52;-13.17;0.42;-0.818;0.585;-16.078
STORY9;B74;U03;0.397;-3.52;-12.76;0.42;-0.818;0.481;-12.875
STORY9;B74;U03;0.644;-3.52;-12.35;0.42;-0.818;0.377;-9.774
STORY9;B74;U03;0.891;-3.52;-11.93;0.42;-0.818;0.273;-6.774
STORY9;B74;U03;1.138;-3.52;-11.52;0.42;-0.818;0.169;-3.875
STORY9;B74;U03;1.385;-3.52;-11.11;0.42;-0.818;0.065;-1.079
STORY9;B74;U03;1.632;-3.52;-10.7;0.42;-0.818;-0.039;1.616
STORY9;B74;U03;1.879;-3.52;-10.29;0.42;-0.818;-0.143;4.209
STORY9;B74;U03;2.126;-3.52;-9.87;0.42;-0.818;-0.247;6.701
STORY9;B74;U03;2.373;-3.52;-9.46;0.42;-0.818;-0.351;9.09
STORY9;B74;U03;2.62;-3.52;-9.05;0.42;-0.818;-0.455;11.377
STORY9;B74;U04;0.15;-4.09;-14.49;0.49;-0.97;0.688;-18.037
STORY9;B74;U04;0.397;-4.09;-14.07;0.49;-0.97;0.566;-14.51
STORY9;B74;U04;0.644;-4.09;-13.65;0.49;-0.97;0.444;-11.086
STORY9;B74;U04;0.891;-4.09;-13.23;0.49;-0.97;0.322;-7.766
STORY9;B74;U04;1.138;-4.09;-12.81;0.49;-0.97;0.2;-4.549
STORY9;B74;U04;1.385;-4.09;-12.39;0.49;-0.97;0.078;-1.436
STORY9;B74;U04;1.632;-4.09;-11.97;0.49;-0.97;-0.044;1.573
STORY9;B74;U04;1.879;-4.09;-11.55;0.49;-0.97;-0.166;4.479
STORY9;B74;U04;2.126;-4.09;-11.13;0.49;-0.97;-0.288;7.281
STORY9;B74;U04;2.373;-4.09;-10.71;0.49;-0.97;-0.41;9.979
STORY9;B74;U04;2.62;-4.09;-10.29;0.49;-0.97;-0.532;12.573
STORY9;B74;U07;0.15;-2.43;-9.17;0.28;-0.555;0.39;-11.111
STORY9;B74;U07;0.397;-2.43;-8.87;0.28;-0.555;0.321;-8.883
STORY9;B74;U07;0.644;-2.43;-8.57;0.28;-0.555;0.252;-6.727
STORY9;B74;U07;0.891;-2.43;-8.28;0.28;-0.555;0.182;-4.645
STORY9;B74;U07;1.138;-2.43;-7.98;0.28;-0.555;0.113;-2.636
STORY9;B74;U07;1.385;-2.43;-7.69;0.28;-0.555;0.043;-0.699
STORY9;B74;U07;1.632;-2.43;-7.39;0.28;-0.555;-0.026;1.164
STORY9;B74;U07;1.879;-2.43;-7.09;0.28;-0.555;-0.095;2.954
STORY9;B74;U07;2.126;-2.43;-6.8;0.28;-0.555;-0.165;4.671
STORY9;B74;U07;2.373;-2.43;-6.5;0.28;-0.555;-0.234;6.315
STORY9;B74;U07;2.62;-2.43;-6.21;0.28;-0.555;-0.304;7.885
STORY9;B74;U01B;0.15;-3.78;-14.26;0.44;-0.863;0.607;-17.284
STORY9;B74;U01B;0.397;-3.78;-13.8;0.44;-0.863;0.499;-13.818
STORY9;B74;U01B;0.644;-3.78;-13.34;0.44;-0.863;0.391;-10.465
STORY9;B74;U01B;0.891;-3.78;-12.88;0.44;-0.863;0.283;-7.226
STORY9;B74;U01B;1.138;-3.78;-12.42;0.44;-0.863;0.175;-4.1
STORY9;B74;U01B;1.385;-3.78;-11.96;0.44;-0.863;0.067;-1.088
STORY9;B74;U01B;1.632;-3.78;-11.5;0.44;-0.863;-0.041;1.811
STORY9;B74;U01B;1.879;-3.78;-11.04;0.44;-0.863;-0.149;4.595
STORY9;B74;U01B;2.126;-3.78;-10.58;0.44;-0.863;-0.257;7.266
STORY9;B74;U01B;2.373;-3.78;-10.12;0.44;-0.863;-0.364;9.823
STORY9;B74;U01B;2.62;-3.78;-9.66;0.44;-0.863;-0.472;12.266
STORY9;B74;U02B;0.15;-4.55;-15.67;0.56;-1.093;0.777;-19.733
STORY9;B74;U02B;0.397;-4.55;-15.23;0.56;-1.093;0.639;-15.916
STORY9;B74;U02B;0.644;-4.55;-14.8;0.56;-1.093;0.502;-12.205
STORY9;B74;U02B;0.891;-4.55;-14.37;0.56;-1.093;0.364;-8.601
STORY9;B74;U02B;1.138;-4.55;-13.94;0.56;-1.093;0.226;-5.103
STORY9;B74;U02B;1.385;-4.55;-13.51;0.56;-1.093;0.089;-1.711
STORY9;B74;U02B;1.632;-4.55;-13.08;0.56;-1.093;-0.049;1.574
STORY9;B74;U02B;1.879;-4.55;-12.64;0.56;-1.093;-0.186;4.752
STORY9;B74;U02B;2.126;-4.55;-12.21;0.56;-1.093;-0.324;7.824
STORY9;B74;U02B;2.373;-4.55;-11.78;0.56;-1.093;-0.462;10.789
STORY9;B74;U02B;2.62;-4.55;-11.35;0.56;-1.093;-0.599;13.647
STORY9;B74;U03B;0.15;-3.52;-13.17;0.42;-0.818;0.585;-16.078
STORY9;B74;U03B;0.397;-3.52;-12.76;0.42;-0.818;0.481;-12.875
STORY9;B74;U03B;0.644;-3.52;-12.35;0.42;-0.818;0.377;-9.774
STORY9;B74;U03B;0.891;-3.52;-11.93;0.42;-0.818;0.273;-6.774
STORY9;B74;U03B;1.138;-3.52;-11.52;0.42;-0.818;0.169;-3.875
STORY9;B74;U03B;1.385;-3.52;-11.11;0.42;-0.818;0.065;-1.079
STORY9;B74;U03B;1.632;-3.52;-10.7;0.42;-0.818;-0.039;1.616
STORY9;B74;U03B;1.879;-3.52;-10.29;0.42;-0.818;-0.143;4.209
STORY9;B74;U03B;2.126;-3.52;-9.87;0.42;-0.818;-0.247;6.701
STORY9;B74;U03B;2.373;-3.52;-9.46;0.42;-0.818;-0.351;9.09
STORY9;B74;U03B;2.62;-3.52;-9.05;0.42;-0.818;-0.455;11.377
STORY9;B74;U04B;0.15;-4.09;-14.49;0.49;-0.97;0.688;-18.037
STORY9;B74;U04B;0.397;-4.09;-14.07;0.49;-0.97;0.566;-14.51
STORY9;B74;U04B;0.644;-4.09;-13.65;0.49;-0.97;0.444;-11.086
STORY9;B74;U04B;0.891;-4.09;-13.23;0.49;-0.97;0.322;-7.766
STORY9;B74;U04B;1.138;-4.09;-12.81;0.49;-0.97;0.2;-4.549
STORY9;B74;U04B;1.385;-4.09;-12.39;0.49;-0.97;0.078;-1.436
STORY9;B74;U04B;1.632;-4.09;-11.97;0.49;-0.97;-0.044;1.573
STORY9;B74;U04B;1.879;-4.09;-11.55;0.49;-0.97;-0.166;4.479
STORY9;B74;U04B;2.126;-4.09;-11.13;0.49;-0.97;-0.288;7.281
STORY9;B74;U04B;2.373;-4.09;-10.71;0.49;-0.97;-0.41;9.979
STORY9;B74;U04B;2.62;-4.09;-10.29;0.49;-0.97;-0.532;12.573
STORY9;B74;U07B;0.15;-2.43;-9.17;0.28;-0.555;0.39;-11.111
STORY9;B74;U07B;0.397;-2.43;-8.87;0.28;-0.555;0.321;-8.883
STORY9;B74;U07B;0.644;-2.43;-8.57;0.28;-0.555;0.252;-6.727
STORY9;B74;U07B;0.891;-2.43;-8.28;0.28;-0.555;0.182;-4.645
STORY9;B74;U07B;1.138;-2.43;-7.98;0.28;-0.555;0.113;-2.636
STORY9;B74;U07B;1.385;-2.43;-7.69;0.28;-0.555;0.043;-0.699
STORY9;B74;U07B;1.632;-2.43;-7.39;0.28;-0.555;-0.026;1.164
STORY9;B74;U07B;1.879;-2.43;-7.09;0.28;-0.555;-0.095;2.954
